undermining|assault
common|queer,proper,sacrament,supernatural,remark,casuistry,dainty,uncommon,anomalous,dear,quaint,curious,individual,august,holy,superb,exceptional,exquisite,idiocy,strange,single,extraordinary,superior,abnormal,unique,peculiar,matchless,sing,ineffable,maintenance,scarce
interest|indictment,bore
analphabetic|alphabetic
uneven|equivalent,horizontal,even,plain,glassy
detraction|adjourn,ornament,adulation
unplayable|playable
chaste|florid,gaudy,fulsome,unchaste
mask|betoken,feature,exhibit,unmask,emblem
untraceable|traceable
apply|educe,defy,exempt,render,applicant
postwar|prewar
rising tide|ebbtide
ethereal|worldly,carnal,palpable
predictability|unpredictability
foreseen|sudden
misfabricate|forge
disagree|conform,accord,coalesce,doncur,agree,correspond,become
nonexempt|nontaxable,exempt
wrongness|correctness,rightness,appropriateness
bask|fag
canard|tidings
mark|eradicate,expunge,ignore,blink
temperance|gluttony,intemperance,excess,carousal
base|magnanimous,pure,lofty,apex,exalted,esteemed,high,valued,acme,climax,noble,refined,honored,height
stem|branch
subordinate|overruling,coordinate,prominent,independent,dominant,head,principal,autocratic,sale,superior,fire,paramount,primary
ungainly|goodly
itinerary|invigorate,recruit,inspirit,refresh
related to|unrelated
spotted|immaculate
relate|dissociate
repudiate|prefer,affect,appeal,indorse,recognize,accept,avow,confess,suffer,acknowledge,admit,adopt,approve,compromise
bodily|ghostly,fragmcntarili/,gradually,piecemeal,spiritually,mental,partially
bedded|bedless
incompletion|maximum
disagreeably|agreeably
devious|straightforward,frequented,plain,direct
branchy|branchless
exceptional|normal,constant,common,usual,habitation,ordinary,certain,universal,wonted,regular
cattle|mankind
undynamic|dynamic
unsportingly|sportingly
inequality|letter,equality
disorient|orient
convince|perplex,upset,mystify,puzzle,mislead,turn,convert,necessitate,unsettle
mate|legal
irritating|emollient,pacific
earless|eared
stated|implicit,virtual
mannerism|character,unaffectedness,naturalness,genuineness,simplicity
theory|demonstration,case
guiltlessness|offense
inoffensive|offensive,unsavory,dysphemistic
jiumane|cruel
acropetal|basipetal
foundation|disestablishment,acme,demolition,overthrow,ruin,superstructure
secret|overt,public,key
antagonistic|friendly,conciliatory,synergistic,propitious
legitimise|criminalize,outlaw,criminalise
across|along
unwise|prudent
plug in|unplug
qualifying|failing
illumine|adumbrate,dawn
identity|plurality,diversity,distinctness,separateness,alteration,difference,conversion,contrariety
eat|gawky
snobbish|popular
solitude|convening,populace,crowd,multitude,association,socialism,intercourse,throng,society,concourse,populousness,popularity,meeting
reward|gift,shame,dishonor,penalty,castigate,discipline
ebb|inundate,grow,surge,effluence,accession,increase,fill,swell,flow,flood,deluge
disagreement|harmony,unity,analogy,agreement,symmetry,correspondence,coalition,concert,union,relation
disagreeable|engaging,acceptable,grateful,winning,agreeable,amiable,pleasant,sweet,soft
gathering|disassembly
whiteness|black
opinion|speculation,argument,pleading,evidence,inquiry,investigation,exponent,guise
unwire|wire
high-principled|abandoned
devotion|aversion,irreverence,indifference,antipathy,impiety,sacrilege,profanity,alienation,apathy
juicy|juiceless,dry
distrait|placid
sidewise|along
incarnation|abstraction,spiritualization,disembodiment
stir|allay,vegetate,best
minimisation|maximisation
devour|save,disgorge,conserve,vomit
homologous|autologous,heterologous,analogous
existence|chimera,zero,nonexistence,nonentity,non-existence,nonbeing
dyspnoeal|breathing
migratory|resident
maze|solution,clue,elimination,explication
anesthetise|bring to
unqualified|qualified,able,sufficient
defendant|plaintiff,complainant
uproarious|noiseless
amphiprotic|alkaline,acidic
exaggerate|delineate,attenuate,underestimate,minimize,modify,disparage,palliate,mitigate,soften,qualify,understate
spell|unspell
backhand|forehand
aberration|aim,uniformity,continuity,progression,consecutiveness,regularity,type,order,norm,direction
flagellation|absolution
bedless|bedded
maxi|midi,mini
bays|stigma,contumely,disgrace,brand
honored|wretched,base
commence|stop,end
sporadic|continual
configuration|indeterminateness,shapelessness,deformity,distortion
spherical|nonspherical
unwind|strain,tense,wind
sojourn|journey,emigration
enmity|love,harmony,friendship,esteem,agreement,alliance,cordiality,amity,concord,kindliness,attachment,affection,regard,sympathy,kindness
spend|earn,save,amass
bring around|anesthetize
achlamydeous|chlamydeous
unmotivated|motivated
degrade|aggrade,aggrandize,rear,enthrone,prefer,liaise,humanize,betrothal,dignify,elevate,ennoble
fairness|injustice,fraud,unfairness,craft,artifice,inequity
advantage|disadvantage,damage,penalty,advent,impediment,retirement,exodus,injure,exit,loss,calamity,bubble,departure,injury,disfavor
conform to|violate
wheelless|wheeled
embolden|appall,discourage,stimulate,intimidate,deter,abash,warn,overwhelm,withhold,dishearten,frighten,alarm,astonish
abortive|auspicious,efficient,fruitful,fulfil
unmalted|malted
anionic|cationic
fabricate|narrate,tear,repeat,lacerate,destroy,portray,copy,spoil,dismember,demolish,represent
uproot|set,fix,settle,cultivate
thinkable|unthinkable
exception|generality,proposition,statement,rule,class,way
temporary|permanent,endless,perpetual,lasting,inherent
curtainless|curtained
awful|vulgar,despicable,contemptible,nice,commonplace,undignified
sacrament|profane,common,unconsecrated,secular,human,sacred
hollowness|reality,sincerity,solidity
branch|race,root,body,trunk,stock,family,house,stem
unleavened|leavened
nidicolous|nidifugous
chimera|fact,existence,reality,creature
anguish|ease,happiness,pleasure,assuagement,ecstasy,relief,solace
neap|springtide
understanding|convention,unintelligence,agreement,stupidity,dulness,slowness,sluggishness,insensibility,ity,senselessness,obtuseness,covenant,ignorance,pact,labyrinth,irrational
neat|dirty,rough,untidy,for,rude,negligent,soiled,dowdy,uncared,slovenly,slack,disorderly,clumsy,slouchy,unkempt
silence|conference,un~,commotion,outcast,sound,din,loquacity,crash,uproar,garrulity,noise,tumultclamor,speak,memorial,roar,ejaculation,news,rest,storm,louden,say,colloquy,message,resonance,article,intelligence,agitation,speech,babel,indication,pronounce,fame,reverberation,evoke
near|abroad,aloof,wide,remote,beyond,much
ragged|tasteful
by chance|deliberately
remedial|hurtful,lethal,poisonous
prenominal|predicative
inviting|uninviting,dreary,fearful
economy|wastefulness,extravagance,prodigality,excess,lavishness
community|money,idiosyncrasy,estate,member,isolation,peculiarity
ailment|convalescence,vigor,health,sanity,recovery
version|difficulty,problem,misinterpretation,text
dishonesty|honesty,justice,virtue,equity,rectitude
log out|log in
stop|commence,expedite,facilitate,deal,hasten,instrument,speed,advance,initiate,promote,continue,repeat,flow,negotiate,move,grow,start,clear,push,benefit,stake,transact,improve,wander,progress,assist,bun,begin,evoke,open,walk
retroactive|proactive
sinecure|office
despotic|accountable,humane,conciliatory,constitutional,democratic,representative,merciful
discomfit|encourage,assist,aid,rally
prudence|extravagance,indiscretion,wastefulness,folly,prodigality,enthusiasm,imprudence,improvidence,thoughtlessness,rashness,heedlessness,recklessness
exhale|in,inspire,inhale,breathe
insoluble|soluble
immediately|a,sometime,hereafter,and,by,after,while
abrasion|accretion,supplement,increment,reinforcement,augmentation
cede|conquer
lactating|dry
melanise|whiten
insolvent|thriving,flourishing,wealthy,flush,solvent
hipped|hipless,gabled
boldness|consternation,pear,modesty,timidity
xenogeneic|allogeneic
fulfilment|initiation,omen,beginning,embryo,vaticination,forerunner
misrepresentation|effigy,note,art,victuals,patrimony
cultivated|rude,instinctive,desire,fallow,vulgar,uncultivated
ambiversion|introversion,extraversion
sovereignity|revolution
logical|unsound,instinctive,absurd,inconclusive,undiscriminating,unreasonable,fallacious,incoherent,inconsistent,illogical
stunt|educate
ridiculous|path,wise,stupor,lugubrious,funereal
severe|kind,mild,cheerful,uncritical,clement,easy,lenient,joyous,inexact,indulgent,unexacting,considerate,slack,loose,bland,gay,merciful,moderate
immoderate|sober,moderate
inspirited|dejected,crestfallen
communism|money
fresh water|saltwater
out of doors|indoors,inside
evidence|judgment,prejudice,hypothesis,opinion
communion|deprivation,exclusion,alienation,ostracism
errand|misannouncement,misdelivery
amity|enmity,collision,antagonism,warfare,affray,contention,conflict
garnish|strip,divest,bare,deprive,denude,dismantle
fling|grasp,arrest,keep,retain,save,snatch,catch,hold
astigmia|stigmatism
mollify|harden,beat,enrage
demoralise|elate
unaffixed|affixed
unmoved|aghast,moved
disown|acknowledge,adopt,approve,own,bequeath,recognize,accept
groomed|ungroomed
kindle|allay,quench,extinguish,suppress
elf|monster
faint|energetic,fare,endure
e'er|never
intrusive|protrusive,unintrusive,extrusive
need|wealth,uselessness,superfluity,accident,competence,repletion,obviate,dispensableness,freedom,riches,excess,affluence,contingency,luxury,profuseness,choice,casualty,plenitude
en-|vacant
monovalent|polyvalent
cephalic|caudal
kindly|unkindly,hostile,harsh,shrewd,tart,ugly,envious,rugged,austere,sharp
westernize|orientalise,orientalize
nefarious|humane,t,admirable,noble,generous,benevolent,honorable,laudable
loose|sure,compact,accurate,critical,coherent,stiffen,bill,hamper,confine,curb,tight,aground,grasp,affixed,enchain,severe,restrain,cramp,fashion
neuter|masculine,feminine
pyretic|antipyretic
loathsome|delicious
ejection|absorption,occupancy,station,introduction
ambiversive|introversive,extroversive
hardly|featly,largely,abundantly,easily,amply,fully
lasting|impermanent,temporary,momentary,transient,periodic,ephemeral,frail,occasional,caducous,recurrent
metaphysical|messenger
ametabolic|metabolic
rigidity|flexibility
paucity|number,freqitcnry,multitude,livery,fulness
precisely|inexactly,about,imprecisely
strand|immerse
meretricious|tasteful
constituent|constitution,system,nominee,whole,sum,representative,compound
downslope|ascent
antonymous|antonymous,synonymous
end|emanate,originate,undertake,vent,beginning,introduce,repeat,opening,suspense,inauguration,introduction
preoccupation|efficiency,attention
bathos|climax
pageant|mockery,dream,fantasmagoria,illusion
wordiness|eloquence
slippery|rough,constant,sound,dependable,outright,secure,upright,nonslippery,firm,stable,safe,sincere,trustworthy,certain
contempt|admiration,celebrity,fondness,friendship,emulation,honor,compliment,fame,awe,veneration
untruth|truth,veracity,reality
fulminate|laud,eulogize,panegyrize
figurative|prosaic,unpoetical,unmetaphorical,literal
betray|conceal,shelter,guard,cherish,preserve,suppress,undeceive,hide,foster,keep,administer,exemplify,protect,support
pronounce|mispronounce,mumble,deny,imply,interrogate,retract,gabble,silence,suppress
apropos|untimely,irrelevant,unsuitable,malapropos,inopportune,inapt
fall asleep|wake up
reproduction|shape,cargo
localization|ubiquity
ahistorical|historical
gutless|gutsy,plucky
decorate|daub,spoil,deface,denude,mar
occupation|profession,idleness,inroad,pastime,vacation,resignation,leisure,vacancy,abandonment,vacuity
education|ignorance,illiteracy,blindness,inspector,darkness,nescience
liberate|sentence,arrest,doom,capture,encumber,hamper,condemn,confine,curb,compass,enchain,imprison,cramp,necessitate,embarrass
skinned|skinless
good guy|bad guy
aspire|group
gradually|bodily
tried|haw
miscontrol|direction
sanely|insanely
outbreak|pacification,subsidence,quelling,quiet,order
disjoin|consolidate,unite,join,affiliate,article
non-communication|message
passively|actively
wearable|unwearable
fleeting|eternal,perennial,permanent
momentous|childish,nugatory,ludicrous,little
allegiance|treason,disaffection,rebellion,disloyalty,sedition
forte|weak point,piano,softly
forth|arrive
keyed|keyless
indiligence|industry
adjacence|contact
liaise|drop,humble,reduce},sink,lower,doion,depress,disgrace,diminish,decrease,lessen,debase,let,degrade
supercilious|ceremonious,lowly,supple
unironed|ironed
postlude|forerunner
disinterment|burial
debility|intensity,fiber
malediction|benediction,compliment,praise,blessing
valid|unsound,void,baseless,inoperative,unavailable,vain,untrue,weak,null,invalid,unfounded,fallacious,superseded
dehiscent|indehiscent
tormenting|beatific
vacillate|steadfast,be,determine,decide,adhere,abide,stay
amiss|effective,perfectly,correct,faultless,perfect,true,right
unrigged|rigged
elucidate|confuse,mystify,obfuscate,obscure,puzzle,bewilder,befog
calcicolous|calcifugous
err|rectify,hit,prosper,correct,succeed
in private|publicly
lowliness|high status,eminence,impudence,price
sleeveless|sleeved
wet fly|dry fly
undimmed|dimmed
dispel|summon,accumulate,collect
ricketiness|steadiness
seaworthy|unseaworthy
screen|endanger
worthlessness|usage,utility,weight,worth
trial|ease,fatility,oversight,radical,acceptance,triviality,disregard,non-attempt,trifle
perception|notion,misunderstanding,idea,conception,concept,imagination
undertake|drop,desist,discontinue,abandon,decline,finish,end,terminate,complete
bridle|unbridle
tameness|uxl-,wildness
entrance|emission,barrier,outlaw,egress
moist|dry
below|upstairs,previously,supra,upper,above,aloft,beforementioned,upon,above-named
estate|boundary,waste,country,effects,goods,state,chattels,community
articulate|inarticulate,article,thick
come along|regress,disappear
woody|nonwoody
secular|holy,clergyman,sacrament
greediness|generosity,prodigality,benevolence
effete|fertile,prolific,productive,luxuriant,rank,vigorous,exuberant
unnerve|exhibition
graciously|ungraciously,ungracefully
amusement|satiety,hardship,monotony,strenuosity,weariness,toil,trouble,disgust,tedium
unexpectedly|purposely
elderly|new,young,juvenile
ferocity|pity
indiscipline|discipline
trick|fumbling,exposure,botch,revelation,examination,maladroit-,blunder,bungling
plaudit|outcast
demoralize|elate,chasten
timorousness|boldness
harden|melt,dishabituate,relax,enervate,disinure,debilitate,soften,bun,vaporize,mollify,colliquate
righteousness|guilt,wickedness,injustice,sin,enormity
face up|avoid
render|appropriate,employ,misapportion,withhold,refuse,apply,use,keep,retain,alienate,fulfil,article
derange|equip,arrange,digest,settle,construct,manage
unintelligence|understanding
terrene|maritime,heavenly,marine
unmitigated|mitigated
